origin|carrier|num_flights|avg_dep_delay|avg_arr_delay|cancel_rate|avg_dep_airport|dep_diff|rank
CRP|WN|1745|10.4899|6.5971|0.0092|9.6934|0.7965|3
CRW|9E|271|0.9483|-7.6384|0.0|19.5859|-18.6376|1
CRW|OH|2191|15.7024|12.2514|0.0123|19.5859|-3.8835|2
CRW|OO|2667|24.6844|18.4672|0.0105|19.5859|5.0985|3
CSG|9E|839|9.2433|3.8496|0.025|13.2805|-4.0372|1
CSG|OO|596|18.878|13.961|0.0101|13.2805|5.5975|2
CVG|YX|8286|3.662|-1.4021|0.0167|10.2692|-6.6072|1
CVG|UA|3130|6.4995|2.8481|0.0105|10.2692|-3.7697|2
CVG|OO|1283|8.1221|6.0973|0.0039|10.2692|-2.1471|3
CVG|9E|9852|8.3514|2.4844|0.0155|10.2692|-1.9178|4
CVG|DL|10707|8.6991|1.0236|0.0064|10.2692|-1.5701|5
CVG|WN|3260|9.0514|2.6893|0.0043|10.2692|-1.2178|6
CVG|AS|536|9.1036|3.6827|0.0299|10.2692|-1.1656|7
CVG|MQ|4020|12.0477|8.6026|0.005|10.2692|1.7785|8
CVG|OH|3736|13.1109|10.3388|0.0107|10.2692|2.8417|9
CVG|G4|4920|13.9031|10.1111|0.0124|10.2692|3.6339|10
CVG|F9|7127|14.9723|10.767|0.0226|10.2692|4.7031|11
CVG|AA|5000|18.398|12.8626|0.014|10.2692|8.1288|12
CWA|9E|1070|3.4618|-2.7785|0.0084|3.4618|0.0|1
CYS|OO|1007|8.3181|-1.2107|0.0199|8.3181|0.0|1
DAB|DL|2148|6.7603|2.0108|0.0056|8.6521|-1.8918|1
DAB|OH|1612|9.1359|1.6128|0.0186|8.6521|0.4838|2
DAB|AA|478|15.3658|10.4165|0.0105|8.6521|6.7137|3
DAB|MQ|14|15.7857|8.9286|0.0|8.6521|7.1336|4
DAL|AS|551|3.2944|-1.7384|0.02|14.0612|-10.7668|1
DAL|DL|3067|13.0918|7.6291|0.0023|14.0612|-0.9694|2
DAL|WN|104379|14.1459|8.2823|0.0077|14.0612|0.0847|3
DAY|YX|474|-1.1716|-2.9915|0.0042|8.2157|-9.3873|1
DAY|DL|1728|2.5769|-8.6171|0.0069|8.2157|-5.6388|2
DAY|9E|738|8.9459|-1.4423|0.023|8.2157|0.7302|3
DAY|OO|2378|8.9818|4.1774|0.0084|8.2157|0.7661|4
DAY|OH|5371|9.5149|5.4355|0.0108|8.2157|1.2992|5
DAY|MQ|295|10.1211|3.0694|0.0203|8.2157|1.9054|6
DAY|G4|419|19.015|13.5225|0.0453|8.2157|10.7993|7
DCA|YX|40471|4.2181|-1.5522|0.0105|12.2195|-8.0014|1
DCA|AS|2717|6.2482|-2.0766|0.0074|12.2195|-5.9713|2
DCA|F9|1632|10.9429|2.4065|0.0135|12.2195|-1.2766|3
DCA|DL|13424|11.5193|2.7157|0.0065|12.2195|-0.7002|4
DCA|UA|9135|11.6482|5.7635|0.0129|12.2195|-0.5713|5
DCA|OO|262|12.8123|2.7577|0.0038|12.2195|0.5928|6
DCA|MQ|6410|12.9071|7.5313|0.0126|12.2195|0.6876|7
DCA|WN|23591|13.0943|4.0343|0.008|12.2195|0.8748|8
DCA|OH|54861|14.1375|9.203|0.0182|12.2195|1.918|9
DCA|9E|2978|14.4704|8.5377|0.0191|12.2195|2.2509|10
DCA|B6|12447|15.241|7.5554|0.0108|12.2195|3.0215|11
DCA|AA|41018|16.6827|9.5739|0.0111|12.2195|4.4632|12
DDC|OO|979|25.6159|23.1983|0.0347|25.6159|0.0|1
DEC|OO|1182|28.2659|24.0366|0.0262|28.2659|0.0|1
DEN|AS|3347|7.3546|4.6211|0.0134|13.2155|-5.8609|1
DEN|DL|18501|10.5177|2.2534|0.0055|13.2155|-2.6978|2
DEN|OO|89304|10.8687|5.7988|0.0091|13.2155|-2.3468|3
DEN|UA|152475|12.3752|7.1926|0.0099|13.2155|-0.8403|4
DEN|MQ|260|13.7731|8.6538|0.0|13.2155|0.5576|5
DEN|G4|666|14.5375|11.5482|0.0195|13.2155|1.322|6
DEN|WN|144231|14.7962|8.9056|0.0052|13.2155|1.5807|7
DEN|F9|37805|15.3813|10.1919|0.014|13.2155|2.1658|8
DEN|AA|12489|17.7174|12.4113|0.0114|13.2155|4.5019|9
DEN|B6|1869|33.865|29.3847|0.0091|13.2155|20.6495|10
DEN|NK|49|39.5306|32.2041|0.0|13.2155|26.3151|11
DFW|MQ|104361|8.8812|4.8406|0.0126|18.8953|-10.0141|1
DFW|OO|36394|9.8952|5.7674|0.0163|18.8953|-9.0001|2
DFW|DL|18230|14.6777|7.1682|0.0059|18.8953|-4.2176|3
DFW|AS|3582|14.9943|13.8309|0.0201|18.8953|-3.901|4
DFW|UA|12271|15.3573|11.248|0.0135|18.8953|-3.538|5
DFW|NK|15182|17.4786|11.4184|0.0122|18.8953|-1.4167|6
DFW|OH|13737|19.6298|14.7354|0.0215|18.8953|0.7345|7
DFW|F9|15271|21.3192|20.0273|0.0244|18.8953|2.4239|8
DFW|AA|247103|24.8525|19.2131|0.0136|18.8953|5.9572|9
DFW|YX|67|27.5152|14.9231|0.0149|18.8953|8.6199|10
DFW|B6|567|36.0071|33.4022|0.0106|18.8953|17.1118|11
DFW|9E|4|113.75|131.5|0.0|18.8953|94.8547|12
DHN|9E|824|7.0767|2.0684|0.0036|9.4343|-2.3576|1
DHN|OO|355|14.9487|11.8171|0.0113|9.4343|5.5144|2
DIK|OO|997|10.4143|2.2769|0.0291|10.4143|0.0|1
DLG|AS|154|3.8|4.5933|0.026|3.8|0.0|1
DLH|YX|722|1.1001|-5.701|0.0042|10.6234|-9.5233|1
DLH|9E|303|8.4367|9.1233|0.0099|10.6234|-2.1867|2
DLH|DL|155|11.9216|5.7712|0.0129|10.6234|1.2982|3
DLH|OO|2137|14.0722|7.2429|0.0089|10.6234|3.4488|4
DRO|MQ|44|-2.75|-20.1364|0.0|12.4471|-15.1971|1
DRO|UA|1085|9.474|-2.0642|0.0101|12.4471|-2.9731|2
DRO|OO|4626|13.2213|9.7936|0.0076|12.4471|0.7742|3
DRO|AA|10|43.8|36.9|0.0|12.4471|31.3529|4
DSM|YX|1364|3.1253|1.5284|0.0169|12.1009|-8.9756|1
DSM|UA|3034|6.7123|5.0856|0.0155|12.1009|-5.3886|2
DSM|9E|3875|7.3477|0.7619|0.0163|12.1009|-4.7532|3
DSM|MQ|1364|8.6639|4.0157|0.0139|12.1009|-3.437|4
DSM|WN|2662|9.5053|2.5469|0.0075|12.1009|-2.5956|5
DSM|OO|1332|10.7278|6.242|0.018|12.1009|-1.3731|6
DSM|DL|1736|13.2667|3.4094|0.0063|12.1009|1.1658|7
DSM|OH|714|15.0043|11.8433|0.014|12.1009|2.9034|8
DSM|F9|463|16.3654|14.9365|0.013|12.1009|4.2645|9
DSM|G4|2503|19.8804|15.4814|0.0212|12.1009|7.7795|10
DSM|AA|3728|21.4688|16.5121|0.0126|12.1009|9.3679|11
DTW|YX|7197|2.9794|-1.4802|0.0143|11.1511|-8.1717|1
DTW|9E|18931|4.8652|0.2916|0.0098|11.1511|-6.2859|2
DTW|UA|3438|6.9077|1.5487|0.0113|11.1511|-4.2434|3
DTW|MQ|1266|7.9187|5.369|0.0284|11.1511|-3.2324|4
DTW|OH|1759|8.771|5.1291|0.0176|11.1511|-2.3801|5
DTW|WN|6098|9.2188|2.0045|0.0062|11.1511|-1.9323|6
DTW|NK|15849|9.8838|0.8471|0.0129|11.1511|-1.2673|7
DTW|AS|751|10.1978|5.0855|0.0173|11.1511|-0.9533|8
DTW|B6|1533|11.0447|8.2628|0.0098|11.1511|-0.1064|9
DTW|DL|87781|11.1599|4.9991|0.0058|11.1511|0.0088|10
DTW|AA|8778|13.7087|8.1337|0.0149|11.1511|2.5576|11
DTW|OO|39068|15.4875|11.5257|0.0057|11.1511|4.3364|12
DTW|F9|3561|22.5567|16.6539|0.0329|11.1511|11.4056|13
DVL|OO|1032|23.9441|18.7897|0.0465|23.9441|0.0|1
EAR|OO|151|21.6918|15.5616|0.0331|21.6918|0.0|1
EAU|OO|46|17.6512|12.6279|0.0652|17.6512|0.0|1
ECP|OO|414|8.0827|3.5645|0.0072|12.3831|-4.3004|1
ECP|DL|3534|8.4772|3.1551|0.0031|12.3831|-3.9059|2
ECP|WN|4698|8.6564|4.0714|0.0057|12.3831|-3.7267|3
ECP|MQ|1155|14.9815|9.7675|0.0165|12.3831|2.5984|4
ECP|OH|1590|15.8488|14.2131|0.0057|12.3831|3.4657|5
ECP|YX|31|17.9355|13.4194|0.0|12.3831|5.5524|6
ECP|9E|34|30.1176|27.6765|0.0|12.3831|17.7345|7
ECP|AA|1054|35.3524|34.0379|0.0199|12.3831|22.9693|8
EGE|OO|2638|10.4027|3.2396|0.0068|21.3053|-10.9026|1
EGE|DL|249|17.7903|7.7724|0.004|21.3053|-3.515|2
EGE|UA|754|18.7987|13.6068|0.0159|21.3053|-2.5066|3
EGE|F9|17|32.0|38.9412|0.0|21.3053|10.6947|4
EGE|AA|1980|37.2002|35.2334|0.0116|21.3053|15.8949|5
EKO|OO|550|-1.1853|-8.4972|0.0091|-1.1853|0.0|1
ELM|G4|453|14.9621|6.657|0.011|21.7659|-6.8038|1
ELM|OO|1049|24.6772|18.7689|0.0019|21.7659|2.9113|2
ELP|UA|517|5.2117|-2.5262|0.0039|9.68|-4.4683|1
ELP|OO|3472|6.1224|3.0073|0.0066|9.68|-3.5576|2
ELP|YX|48|6.5333|-0.2222|0.0625|9.68|-3.1467|3
ELP|WN|13266|8.622|3.0155|0.0049|9.68|-1.058|4
ELP|DL|1050|9.8824|3.2534|0.0038|9.68|0.2024|5
ELP|MQ|2497|10.6675|7.8494|0.0076|9.68|0.9875|6
ELP|AA|4173|14.0858|11.7875|0.0117|9.68|4.4058|7
ELP|F9|1033|16.3018|12.1422|0.0194|9.68|6.6218|8
ELP|G4|140|17.9854|15.2482|0.0214|9.68|8.3054|9
ESC|OO|963|10.0742|4.4838|0.0062|10.0742|0.0|1
EUG|OO|3849|7.6393|3.1643|0.0088|11.2638|-3.6245|1
EUG|WN|2581|8.1382|0.2688|0.0132|11.2638|-3.1256|2
EUG|AS|462|12.2279|13.792|0.0216|11.2638|0.9641|3
EUG|UA|2182|12.6293|7.2888|0.0119|11.2638|1.3655|4
EUG|AA|1128|17.5514|12.8596|0.0204|11.2638|6.2876|5
EUG|G4|543|31.3244|28.4771|0.035|11.2638|20.0606|6
EUG|MQ|40|34.45|21.575|0.0|11.2638|23.1862|7
EVV|9E|1045|1.9981|-5.3679|0.0077|10.5082|-8.5101|1
EVV|MQ|1056|7.4145|3.8314|0.0085|10.5082|-3.0937|2
EVV|OH|35|11.4|5.8286|0.0|10.5082|0.8918|3
EVV|OO|653|16.8831|14.0338|0.0046|10.5082|6.3749|4
EVV|DL|34|25.125|13.9375|0.0588|10.5082|14.6168|5
EVV|G4|311|35.2467|27.4181|0.0354|10.5082|24.7385|6
EWN|OH|75|53.1304|43.3043|0.08|53.1304|0.0|1
EWR|OO|2|-4.0|9.0|0.0|14.0059|-18.0059|1
EWR|YX|34781|4.1612|-3.6965|0.0254|14.0059|-9.8447|2
EWR|G4|993|8.446|-2.1863|0.0111|14.0059|-5.5599|3
EWR|AS|4807|13.6963|5.6065|0.026|14.0059|-0.3096|4
EWR|UA|102947|15.0177|7.8396|0.0175|14.0059|1.0118|5
EWR|B6|8428|15.6477|8.6942|0.0182|14.0059|1.6418|6
EWR|NK|15974|16.658|6.1298|0.0299|14.0059|2.6521|7
EWR|MQ|1206|18.1155|11.1366|0.0249|14.0059|4.1096|8
EWR|DL|9842|20.0086|14.0557|0.007|14.0059|6.0027|9
EWR|9E|2449|22.3804|18.8524|0.0318|14.0059|8.3745|10
EWR|AA|10061|23.3299|13.424|0.0181|14.0059|9.324|11
EWR|F9|566|29.0302|23.5815|0.0159|14.0059|15.0243|12
EYW|YX|1598|9.6113|6.101|0.0244|19.3067|-9.6954|1
EYW|UA|1134|10.8113|10.1451|0.0203|19.3067|-8.4954|2
EYW|MQ|3051|11.0648|8.6607|0.018|19.3067|-8.2419|3
EYW|DL|1950|14.6134|10.9161|0.0118|19.3067|-4.6933|4
EYW|9E|238|17.9698|18.0302|0.0252|19.3067|-1.3369|5
EYW|G4|1007|23.3503|22.3038|0.0417|19.3067|4.0436|6
EYW|B6|260|31.247|23.1053|0.0346|19.3067|11.9403|7
EYW|AA|2591|39.7244|37.6169|0.0232|19.3067|20.4177|8
FAI|AS|3870|2.2676|-1.3399|0.0096|5.9017|-3.6341|1
FAI|UA|350|16.5058|1.6921|0.0171|5.9017|10.6041|2
FAI|DL|903|17.3973|9.3707|0.0111|5.9017|11.4956|3
FAR|DL|1057|3.7393|-3.4101|0.0057|12.256|-8.5167|1
FAR|9E|326|5.9292|-1.4492|0.0031|12.256|-6.3268|2
FAR|F9|491|7.7942|4.7428|0.0102|12.256|-4.4618|3
FAR|G4|1060|8.7036|0.68|0.0038|12.256|-3.5524|4
FAR|MQ|2583|10.7131|3.3063|0.0089|12.256|-1.5429|5
FAR|OO|4319|16.6431|12.7524|0.0095|12.256|4.3871|6
FAR|UA|208|22.561|17.9707|0.0144|12.256|10.305|7
FAT|MQ|27|-2.5556|-6.5185|0.0|11.586|-14.1416|1
FAT|AS|550|4.7836|3.5243|0.0255|11.586|-6.8024|2
FAT|OO|9858|8.181|3.9255|0.0032|11.586|-3.405|3
FAT|G4|952|10.1442|11.3632|0.0021|11.586|-1.4418|4
FAT|WN|2205|12.5152|6.9175|9.0E-4|11.586|0.9292|5
FAT|DL|300|17.3119|8.8441|0.0167|11.586|5.7259|6
FAT|UA|550|19.2164|11.7178|0.0255|11.586|7.6304|7
FAT|AA|3124|21.646|16.8691|0.0125|11.586|10.06|8
FAY|DL|497|3.2312|-5.2785|0.008|12.0779|-8.8467|1
FAY|OH|943|7.9646|7.1785|0.0117|12.0779|-4.1133|2
FAY|9E|536|19.0709|12.319|0.0|12.0779|6.993|3
FAY|OO|274|28.4265|24.0368|0.0073|12.0779|16.3486|4
FCA|OO|2199|5.6367|0.6027|0.01|11.0739|-5.4372|1
FCA|DL|1212|8.7057|4.0923|0.0074|11.0739|-2.3682|2
FCA|UA|1396|13.53|8.7352|0.0093|11.0739|2.4561|3
FCA|AA|591|20.8929|18.0376|0.0051|11.0739|9.819|4
FCA|G4|379|21.1898|17.2834|0.0132|11.0739|10.1159|5
FCA|MQ|56|42.0|35.4107|0.0|11.0739|30.9261|6
FLG|OO|2777|11.6861|9.0381|0.0032|11.6861|0.0|1
FLL|UA|12282|12.5703|6.5981|0.0173|17.2333|-4.663|1
FLL|WN|21154|15.8481|11.0557|0.0105|17.2333|-1.3852|2
FLL|9E|45|16.0|15.0889|0.0|17.2333|-1.2333|3
FLL|DL|18201|16.294|10.4115|0.0068|17.2333|-0.9393|4
FLL|AS|1514|16.3557|10.1788|0.0687|17.2333|-0.8776|5
FLL|B6|28368|16.7203|11.5058|0.0117|17.2333|-0.513|6
FLL|G4|4978|18.2765|15.6914|0.0155|17.2333|1.0432|7
FLL|NK|38294|18.7217|14.0065|0.0151|17.2333|1.4884|8
FLL|AA|9842|21.0624|17.3373|0.0141|17.2333|3.8291|9
FLL|F9|2428|25.5854|23.8833|0.0383|17.2333|8.3521|10
FNT|G4|2056|8.4818|2.4896|0.0112|14.407|-5.9252|1
FNT|OO|1231|24.3755|22.6705|0.0179|14.407|9.9685|2
FOD|OO|960|21.4017|18.1375|0.0198|21.4017|0.0|1
FSD|UA|1114|2.3085|0.0|0.0117|11.6725|-9.364|1
FSD|YX|89|3.8427|-0.3034|0.0|11.6725|-7.8298|2
FSD|9E|522|6.5299|3.9576|0.0057|11.6725|-5.1426|3
FSD|OO|3891|8.389|2.6997|0.0069|11.6725|-3.2835|4
FSD|MQ|1156|11.1055|4.2067|0.0251|11.6725|-0.567|5
FSD|F9|379|11.9865|12.527|0.0237|11.6725|0.314|6
FSD|G4|1464|16.6039|10.6786|0.0102|11.6725|4.9314|7
FSD|DL|969|21.0313|15.3751|0.0114|11.6725|9.3588|8
FSD|AA|959|23.0729|15.0985|0.0136|11.6725|11.4004|9
FSM|MQ|1516|11.5529|6.6251|0.0165|11.6304|-0.0775|1
FSM|OO|251|12.102|6.151|0.0239|11.6304|0.4716|2
FWA|MQ|1328|9.1013|2.909|0.0038|17.7026|-8.6013|1
FWA|OH|252|10.3056|3.0833|0.0|17.7026|-7.397|2
FWA|9E|351|10.9527|-2.3027|0.037|17.7026|-6.7499|3
FWA|OO|3860|20.4106|15.4036|0.0101|17.7026|2.708|4
FWA|G4|1248|21.9744|17.3457|0.0288|17.7026|4.2718|5
GCC|OO|1079|10.7243|4.9567|0.0083|10.7243|0.0|1
GCK|OO|343|8.8055|5.7104|0.0408|13.3704|-4.5649|1
GCK|MQ|760|15.3702|14.7223|0.0145|13.3704|1.9998|2
GEG|UA|1328|2.4572|-5.6922|0.0166|6.4167|-3.9595|1
GEG|AS|3431|3.1605|0.9734|0.014|6.4167|-3.2562|2
GEG|OO|8854|3.1615|0.6197|0.0029|6.4167|-3.2552|3
GEG|WN|5548|6.5689|0.0459|0.0013|6.4167|0.1522|4
GEG|DL|4490|9.2008|3.2151|0.0073|6.4167|2.7841|5
GEG|G4|345|13.6122|9.7625|0.0058|6.4167|7.1955|6
GEG|AA|2206|19.78|13.3263|0.0091|6.4167|13.3633|7
GFK|OO|1435|6.9397|2.4362|0.0063|8.4163|-1.4766|1
GFK|G4|294|13.0822|7.3562|0.0068|8.4163|4.6659|2
GFK|9E|127|14.2677|7.2913|0.0|8.4163|5.8514|3
GGG|OO|748|12.2109|8.498|0.0174|14.5938|-2.3829|1
GGG|MQ|343|19.8065|16.7649|0.0204|14.5938|5.2127|2
GJT|UA|1064|4.6774|-7.5369|0.0075|9.7795|-5.1021|1
GJT|OO|3940|10.097|7.1008|0.0079|9.7795|0.3175|2
GJT|MQ|769|11.1399|9.6385|0.0065|9.7795|1.3604|3
GJT|G4|204|25.335|25.8|0.0196|9.7795|15.5555|4
GNV|DL|2337|4.2849|-3.128|0.0073|6.8561|-2.5712|1
GNV|9E|181|5.5056|-1.1173|0.0055|6.8561|-1.3505|2
GNV|MQ|877|8.4837|4.1953|0.0194|6.8561|1.6276|3
GNV|OH|1087|11.4184|7.5613|0.0304|6.8561|4.5623|4
GPT|9E|75|5.7067|-0.6|0.0|10.492|-4.7853|1
GPT|DL|1767|8.1054|1.8107|0.0062|10.492|-2.3866|2
GPT|OH|1855|9.1004|8.3377|0.007|10.492|-1.3916|3
GPT|OO|515|11.7278|9.2787|0.0155|10.492|1.2358|4
GPT|MQ|813|17.0202|12.5457|0.0308|10.492|6.5282|5
GPT|G4|33|50.5758|50.2727|0.0|10.492|40.0838|6
GRB|YX|267|2.1515|-0.7159|0.0112|13.4947|-11.3432|1
GRB|9E|113|5.2478|-6.2743|0.0|13.4947|-8.2469|2
GRB|MQ|566|7.7509|2.7706|0.0141|13.4947|-5.7438|3
GRB|OO|4520|14.3096|9.5715|0.0133|13.4947|0.8149|4
GRB|DL|557|15.8574|8.5027|0.0054|13.4947|2.3627|5
GRB|F9|174|26.2151|21.4795|0.0172|13.4947|12.7204|6
GRI|G4|342|18.497|12.1627|0.0117|20.2414|-1.7444|1
GRI|OO|1070|20.8008|18.2826|0.015|20.2414|0.5594|2
GRK|OO|749|11.8199|10.5208|0.036|13.253|-1.4331|1
GRK|MQ|1924|13.7978|10.8574|0.0151|13.253|0.5448|2
GRR|YX|3018|2.4538|-3.0486|0.0166|10.0982|-7.6444|1
GRR|9E|1419|5.7372|-1.5421|0.0359|10.0982|-4.361|2
GRR|UA|2127|5.8287|2.3503|0.0118|10.0982|-4.2695|3
GRR|DL|4215|5.9919|-2.0768|0.0088|10.0982|-4.1063|4
GRR|G4|3250|7.9536|1.8728|0.0132|10.0982|-2.1446|5
GRR|WN|2907|8.9009|5.0114|0.0038|10.0982|-1.1973|6
GRR|MQ|1135|13.043|11.0862|0.0167|10.0982|2.9448|7
GRR|OO|3125|14.3529|10.5619|0.0144|10.0982|4.2547|8
GRR|OH|1089|15.0066|15.2145|0.0239|10.0982|4.9084|9
GRR|AA|3752|16.9995|12.5249|0.0104|10.0982|6.9013|10
GRR|F9|1106|26.9117|19.9594|0.0389|10.0982|16.8135|11
GSO|DL|3555|4.6227|-3.7452|0.0031|8.7861|-4.1634|1
GSO|OO|1520|5.291|3.6065|0.0053|8.7861|-3.4951|2
GSO|YX|2439|5.5803|1.3669|0.0262|8.7861|-3.2058|3
GSO|9E|2288|5.6348|-2.2951|0.0297|8.7861|-3.1513|4
GSO|OH|3813|7.4286|6.3984|0.0081|8.7861|-1.3575|5
GSO|MQ|1984|9.4848|6.4972|0.0071|8.7861|0.6987|6
GSO|AA|1993|26.0417|22.1734|0.0256|8.7861|17.2556|7
GSO|G4|208|32.9655|32.7833|0.024|8.7861|24.1794|8
GSP|DL|3948|3.8096|-4.504|0.0058|9.1571|-5.3475|1
GSP|YX|3219|4.5811|-0.7506|0.0233|9.1571|-4.576|2
GSP|OO|1501|6.3178|2.1267|0.0107|9.1571|-2.8393|3
GSP|WN|2222|7.043|0.2094|0.0054|9.1571|-2.1141|4
GSP|9E|2068|7.1459|-0.5599|0.0189|9.1571|-2.0112|5
GSP|UA|680|7.2096|3.759|0.0176|9.1571|-1.9475|6
GSP|OH|5905|9.4538|7.3707|0.0088|9.1571|0.2967|7
GSP|MQ|2453|10.2765|8.45|0.0094|9.1571|1.1194|8
GSP|AA|2028|26.0705|19.5629|0.0217|9.1571|16.9134|9
GSP|G4|499|33.4363|29.9624|0.0401|9.1571|24.2792|10
GST|AS|123|1.7826|-0.0261|0.065|1.7826|0.0|1
GTF|OO|2996|4.0483|-1.2858|0.005|7.112|-3.0637|1
GTF|UA|382|9.792|-1.1813|0.0183|7.112|2.68|2
GTF|G4|251|39.624|37.912|0.004|7.112|32.512|3
GTR|9E|1087|2.0999|-4.1524|0.0055|2.0999|0.0|1
GUC|OO|1068|7.9526|-0.8114|0.0122|11.7324|-3.7798|1
GUC|AA|183|33.6429|33.0495|0.0055|11.7324|21.9105|2
GUM|UA|1092|0.917|-10.274|0.0073|0.917|0.0|1
HDN|WN|921|9.3698|4.2862|0.0076|13.8931|-4.5233|1
HDN|MQ|35|9.9143|10.6571|0.0|13.8931|-3.9788|2
HDN|DL|212|10.7925|4.967|0.0|13.8931|-3.1006|3
HDN|UA|893|11.7693|4.734|0.0146|13.8931|-2.1238|4
HDN|OO|1342|13.1334|5.3173|0.0112|13.8931|-0.7597|5
HDN|AA|276|26.8109|27.7941|0.0036|13.8931|12.9178|6
HDN|B6|82|66.4321|66.3457|0.0122|13.8931|52.539|7
HGR|G4|425|33.8932|31.4049|0.0306|33.8932|0.0|1
HHH|MQ|1639|10.7733|8.8842|0.0183|13.8918|-3.1185|1
HHH|YX|1211|18.1431|13.5773|0.0281|13.8918|4.2513|2
HIB|OO|951|6.8287|0.7117|0.0116|6.8287|0.0|1
HLN|OO|2349|13.2784|8.9721|0.0047|13.2784|0.0|1
HNL|WN|21569|2.4501|-3.8643|0.0031|5.8316|-3.3815|1
HNL|AA|3308|3.5706|-8.7153|3.0E-4|5.8316|-2.261|2
HNL|HA|46130|5.6259|4.7225|0.0087|5.8316|-0.2057|3
HNL|DL|5483|8.7429|-2.6104|0.0055|5.8316|2.9113|4
HNL|UA|7594|10.3932|-1.9082|0.0105|5.8316|4.5616|5
HNL|AS|6480|12.066|4.2435|0.0261|5.8316|6.2344|6
HOB|OO|650|27.5866|19.6939|0.0138|27.5866|0.0|1
HOU|MQ|2678|11.9214|8.0699|0.0276|13.3206|-1.3992|1
HOU|WN|78261|13.0366|4.8655|0.0073|13.3206|-0.284|2
HOU|OO|563|13.0394|12.5986|0.0089|13.3206|-0.2812|3
HOU|DL|2388|14.2731|8.9587|0.005|13.3206|0.9525|4
HOU|F9|565|24.368|19.5353|0.0478|13.3206|11.0474|5
HOU|OH|219|33.0922|29.8878|0.0594|13.3206|19.7716|6
HOU|G4|530|39.3659|37.4119|0.0151|13.3206|26.0453|7
HPN|YX|83|8.9639|2.0723|0.0|13.1431|-4.1792|1
HPN|MQ|1793|9.0101|2.9875|0.0117|13.1431|-4.133|2
HPN|B6|7898|9.5282|3.6689|0.0118|13.1431|-3.6149|3
HPN|9E|1426|11.2328|0.5163|0.0105|13.1431|-1.9103|4
HPN|DL|1471|12.5845|1.1662|0.0068|13.1431|-0.5586|5
HPN|OH|4141|16.6346|14.0998|0.0217|13.1431|3.4915|6
HPN|OO|1554|29.6972|22.217|0.018|13.1431|16.5541|7
HRL|OO|374|3.2772|1.1495|0.016|8.1324|-4.8552|1
HRL|DL|315|3.7125|-6.0288|0.0063|8.1324|-4.4199|2
HRL|MQ|2352|7.2901|5.3547|0.0111|8.1324|-0.8423|3
HRL|WN|3397|9.6503|6.4552|0.005|8.1324|1.5179|4
HSV|YX|340|1.5536|-0.2381|0.0118|12.8966|-11.343|1
HSV|DL|2868|4.5254|-3.3769|0.0031|12.8966|-8.3712|2
HSV|9E|900|8.9057|4.1964|0.01|12.8966|-3.9909|3
HSV|OO|2568|14.4119|10.3153|0.0093|12.8966|1.5153|4
HSV|MQ|2731|16.3833|12.5004|0.011|12.8966|3.4867|5
HSV|OH|3878|17.5968|15.3622|0.0186|12.8966|4.7002|6
HSV|AA|19|19.5789|16.1053|0.0|12.8966|6.6823|7
HTS|G4|641|41.9503|40.7308|0.0265|41.9503|0.0|1
HYA|YX|251|12.976|18.626|0.012|24.7985|-11.8225|1
HYA|B6|154|45.6127|50.6525|0.0779|24.7985|20.8142|2
HYS|OO|1000|12.2457|5.3127|0.015|12.2457|0.0|1
IAD|MQ|34|2.5455|9.4242|0.0294|9.983|-7.4375|1
IAD|9E|580|2.7504|-6.7348|0.0052|9.983|-7.2326|2
IAD|YX|12309|4.2884|-1.4117|0.0108|9.983|-5.6946|3
IAD|UA|48005|10.0|3.4799|0.0133|9.983|0.017|4
IAD|AS|3141|10.3495|5.1643|0.0156|9.983|0.3665|5
IAD|DL|4859|11.43|0.3382|0.0031|9.983|1.447|6
IAD|WN|1690|11.6155|2.823|0.003|9.983|1.6325|7
IAD|OH|2469|13.7169|6.0835|0.0101|9.983|3.7339|8
IAD|AA|1117|16.1414|6.4734|0.0188|9.983|6.1584|9
IAD|OO|4054|18.8678|13.5594|0.0131|9.983|8.8848|10
IAD|F9|145|20.069|17.9931|0.0|9.983|10.086|11
IAD|G4|521|27.9337|19.7661|0.0154|9.983|17.9507|12
IAG|G4|601|23.0917|17.8861|0.02|23.0917|0.0|1
IAH|AS|1317|8.3019|3.9303|0.0175|17.741|-9.4391|1
IAH|OH|52|11.1154|5.902|0.0|17.741|-6.6256|2
IAH|MQ|2165|13.0854|5.8785|0.0282|17.741|-4.6556|3
IAH|DL|11960|13.6137|5.9169|0.0063|17.741|-4.1273|4
IAH|WN|4256|14.7355|9.4497|0.0103|17.741|-3.0055|5
IAH|NK|14578|16.1473|9.7358|0.0183|17.741|-1.5937|6
IAH|UA|102183|17.5951|12.2879|0.014|17.741|-0.1459|7
IAH|OO|19478|18.0803|13.4295|0.0218|17.741|0.3393|8
IAH|AA|10522|22.07|17.221|0.0183|17.741|4.329|9
IAH|B6|1118|28.2299|22.3159|0.0206|17.741|10.4889|10
IAH|F9|5183|28.9117|27.55|0.0313|17.741|11.1707|11
IAH|YX|89|48.5843|41.4382|0.0|17.741|30.8433|12
ICT|WN|2636|2.4793|-4.3454|0.0011|10.4614|-7.9821|1
ICT|UA|864|2.889|6.4883|0.0093|10.4614|-7.5724|2
ICT|9E|254|6.9252|4.7323|0.0|10.4614|-3.5362|3
